id,eventDate,value,creationDate
02f6f979-97ee-4cf1-9a71-c4e2d861a934,2020-08-08,54,2020-08-11
de6c112e-344e-4bf5-860a-8f02da34da76,2020-08-06,58,2020-08-11
84a8cac7-2dde-4034-8478-fee4e84ef2c4,2020-08-06,51,2020-08-11
f3c52ff2-b4fb-422a-94a5-e903015ccc7f,2020-08-05,89,2020-08-11
12854af7-cf5a-4e20-827b-4568aa40dd5b,2020-08-04,40,2020-08-11
65ca887e-cb7e-43e6-87a3-3c0e176ba61b,2020-08-04,79,2020-08-11
30eadaeb-f536-4981-883d-130845cac55c,2020-08-09,63,2020-08-11
2409d394-f0d9-42c9-a89a-cef5e2ceb028,2020-08-04,30,2020-08-11
9a1d1979-a0b7-4955-83f4-424639d94f4b,2020-08-09,14,2020-08-11
40cda910-3d42-41d6-aaf0-0cab557ec855,2020-08-10,66,2020-08-11
b9cd5d50-c5ef-469b-9fde-035736b79229,2020-08-06,74,2020-08-11
e76ac4b8-1274-45a2-b38b-5f73ebbc1487,2020-08-04,46,2020-08-11
a97d92df-e4d0-4a44-9541-b6a80d703f5f,2020-08-10,44,2020-08-11
9c099199-d660-4de2-958c-8c7a0314719f,2020-08-04,22,2020-08-11
0800e54c-a96f-4d58-8437-ffca772f271b,2020-08-08,51,2020-08-11
df45bc98-89d9-46fb-8660-869ab00fe093,2020-08-09,61,2020-08-11
8bdf7fa6-c92d-4feb-9532-fa45ff0bd2dd,2020-08-04,88,2020-08-11
e24343cd-7f6f-4fc3-8595-28fd4c845dd2,2020-08-04,18,2020-08-11
364f6476-d582-4584-b08b-47f0fa52db7c,2020-08-10,65,2020-08-11
6acfd594-9f38-4187-afba-090fd54b0faf,2020-08-04,40,2020-08-11
5e21cc46-dee4-4ad0-a738-00a4e01b4c53,2020-08-05,47,2020-08-11
274d0a9f-f35a-4fb5-8d8b-f767ed971462,2020-08-07,49,2020-08-11
62a0d968-7d79-4698-9ba9-3139e5ca3cd2,2020-08-08,43,2020-08-11
8d26b84a-19e3-4941-8f50-1d7213132ddb,2020-08-08,75,2020-08-11
b3f0a065-64db-45c8-9380-fecfd79e0be4,2020-08-07,15,2020-08-11
76eba424-de9e-4793-83d1-d229953f0db8,2020-08-06,51,2020-08-11
def6875e-d472-415a-81fd-bdf99d4fb877,2020-08-08,94,2020-08-11
5da0c93b-9778-47cc-a076-d428b11e3782,2020-08-09,58,2020-08-11
63e5cc8e-8a94-437e-bd66-53928ac2dafb,2020-08-06,21,2020-08-11
51de0802-abb7-40c7-9d08-871539de2052,2020-08-09,18,2020-08-11
a80beb93-b9f2-4d57-b79f-67b9adb9724f,2020-08-04,66,2020-08-11
0fd51b06-620d-4a36-8400-cf392789e983,2020-08-05,34,2020-08-11
b4f8a181-d52f-41c0-8cbb-95805b8f147c,2020-08-10,34,2020-08-11
578ee978-1d69-47d6-9bae-c0c67b172561,2020-08-06,61,2020-08-11
2f7c7b39-434a-40cc-b0ae-69b8f3707204,2020-08-07,38,2020-08-11
d65e2561-7fa8-4dd1-b32d-402a918b13b0,2020-08-05,23,2020-08-11
b90675e5-edd7-4c73-be92-8aded313856a,2020-08-10,37,2020-08-11
c03ed243-8431-46ad-b370-10ddd9919cad,2020-08-05,57,2020-08-11
ee9070af-e9c9-4d4a-bd4e-99dcefa1a3cd,2020-08-04,60,2020-08-11
c74fc391-eb80-4dea-8953-e22838e82960,2020-08-05,87,2020-08-11
46f9b37b-7e63-4824-8b25-2ccad07bd40c,2020-08-04,71,2020-08-11
ff41fa2f-2f3b-423e-9fee-ecf2ca0f2ef0,2020-08-04,52,2020-08-11
7d67a062-8df4-454f-95ed-52cf148137ed,2020-08-05,78,2020-08-11
fa0819d0-c2bc-4a23-b945-c6c67e22fcb0,2020-08-10,16,2020-08-11
714c94e4-5673-4d08-af49-2a36053b8fe0,2020-08-05,19,2020-08-11
11d0cb16-cf5a-4de3-815f-e30c20342d8b,2020-08-04,51,2020-08-11
e22ccead-7ada-4470-b028-6b9d7b2cee63,2020-08-05,19,2020-08-11
753a1aac-1467-454a-bcf8-d3e0a636d86e,2020-08-07,12,2020-08-11
6cb4d270-2105-4aca-ab90-c0c547aab22e,2020-08-06,78,2020-08-11
b379c5fc-180d-49a1-9c95-d458bab66dca,2020-08-09,81,2020-08-11
8e0695a2-52dd-48fd-be20-d7a59260050f,2020-08-05,55,2020-08-11
359cbd3b-0419-4621-ab62-26a3456c788b,2020-08-08,14,2020-08-11
4081506e-f3b4-4385-ac35-beb69895d8ec,2020-08-06,15,2020-08-11
03f487ff-1a7f-428b-95c6-b724bf117b5d,2020-08-05,62,2020-08-11
a7769962-439d-4212-ab38-0f93cf3713af,2020-08-10,72,2020-08-11
19a074eb-00d6-4cae-b5bc-de78623cd4b6,2020-08-06,51,2020-08-11
04de506d-ec23-40e7-b95c-e8628454c74b,2020-08-04,71,2020-08-11
18a6dc06-b17d-47c7-b7a4-4b3e6ad9f042,2020-08-07,71,2020-08-11
