id,eventDate,value,creationDate
fe64dae3-1110-4e1e-a128-df2d6b2a406c,2020-08-08,66,2020-08-10
bcec6b3d-2d8a-4a51-aacb-f48913589b9f,2020-08-06,63,2020-08-10
2594f8e1-c93d-4ef6-b310-cb0758368336,2020-08-04,82,2020-08-10
40bd9c24-fa0a-450a-baa1-5fa8d4e14b91,2020-08-10,92,2020-08-10
3fe7c8d0-d73d-43ab-acb7-4fc64b3fd045,2020-08-08,29,2020-08-10
28bcdc76-9509-444b-9b41-1ffba5998421,2020-08-09,54,2020-08-10
c0fa0227-4f3d-4525-b39c-0a586343fead,2020-08-04,48,2020-08-10
b771b00d-c083-4320-b06a-b4254fce92f6,2020-08-05,12,2020-08-10
b0e3fb1a-b831-4b17-a234-f0211bbabb18,2020-08-05,17,2020-08-10
119a652b-ebad-4bdf-8330-1b78fd4b3bed,2020-08-06,26,2020-08-10
d5618894-ea97-4fdf-8985-83ae4c56a0e5,2020-08-05,28,2020-08-10
3cb611cb-77a6-4f12-8316-df572fbd66ee,2020-08-09,60,2020-08-10
bc93f520-1b72-486f-bc09-f85f282fd1b5,2020-08-08,100,2020-08-10
836d0fdf-576c-491d-a338-b1943f6fc0df,2020-08-07,49,2020-08-10
b63ccd49-b824-4ca9-bf6d-87704627bfe9,2020-08-04,96,2020-08-10
c2f69a97-5f53-420e-a3b5-c7545c9999d1,2020-08-08,16,2020-08-10
fd18b219-5262-4d37-a4e5-cb310f1752f3,2020-08-08,40,2020-08-10
c532162a-7893-4b50-8e5a-97322ba68e65,2020-08-08,37,2020-08-10
b8f59694-a71a-4089-bfed-083714a05fdf,2020-08-06,48,2020-08-10
833ad64b-2a33-4e48-b625-05960bb71cc0,2020-08-06,100,2020-08-11
7c2c8328-80ff-4b27-881e-ec79141806fe,2020-08-06,70,2020-08-11
b090c989-da86-4687-a874-da2d599f1e83,2020-08-09,51,2020-08-11
d6309856-af9e-4e36-9cf0-2a4c762686c6,2020-08-10,97,2020-08-11
519e6eb9-bc6a-485a-9b91-2b4a1d566b87,2020-08-10,58,2020-08-11
653ba7fd-d053-4ec8-bc99-60e6b1da6645,2020-08-08,35,2020-08-11
aa2abbab-5855-48de-806e-6bf84bd5b1e1,2020-08-08,13,2020-08-11
02f442a9-28f4-40e1-8072-146fccc90279,2020-08-06,83,2020-08-11
1f2be40a-0a29-44f3-b534-bb6fa5fc80f0,2020-08-06,66,2020-08-11
53961f99-614a-4917-b13e-f26fa4297c4c,2020-08-05,71,2020-08-11
69084b81-82e5-44bf-806e-c1521823e342,2020-08-05,60,2020-08-11
3c4ffbb9-e6fd-42ab-83e7-5205537e4230,2020-08-07,88,2020-08-11
5eeeb60e-3dcf-42c4-aaaa-2631613a76d4,2020-08-08,47,2020-08-11
36bdcff8-4dc9-4f00-97e6-9bc8cb914a6f,2020-08-10,92,2020-08-11
d8646b11-54a8-4575-a8e4-6d660a1d7221,2020-08-10,39,2020-08-11
aa18dda9-1009-4dfa-82d2-9bb69e6dc3d8,2020-08-05,73,2020-08-11
1f80f1e2-a041-4e13-8912-93a2e86c03fe,2020-08-06,90,2020-08-11
6356bee5-388c-4d06-9ef2-f58c3465ec59,2020-08-07,54,2020-08-11
afabff86-0563-4fe2-8cea-c0adfb3b9aef,2020-08-10,24,2020-08-11
1ae12466-4a23-45fa-be0f-33847b0512f6,2020-08-05,80,2020-08-11
fa89e707-a2a5-4c62-a5bd-1a3898a7b40d,2020-08-05,45,2020-08-11
90519684-7e8b-4d4a-a361-2d11afbf3eef,2020-08-07,93,2020-08-11
ffa0efda-4815-4ba6-bc29-9c49bf15381b,2020-08-08,86,2020-08-11
6d95e7fb-5ce7-470e-a2e6-aa7fd1bf2bd2,2020-08-10,98,2020-08-11
87bfd88d-75da-4176-af80-2a122b0379e5,2020-08-04,62,2020-08-11
58172e40-13b0-433e-9466-4b13dd807c43,2020-08-05,13,2020-08-11
c5e1908d-b92e-46b8-82db-19b58cf320fd,2020-08-05,11,2020-08-11
ce5c2064-9a47-448a-9f50-f977ffa06608,2020-08-05,62,2020-08-11
eabc72b4-cb73-4aae-b6f0-9a1688107868,2020-08-05,38,2020-08-11
7a8a5e44-dd93-414b-b365-d6bde15acb29,2020-08-08,68,2020-08-11
f8abbacf-03d6-40d4-a385-377d98988d61,2020-08-05,95,2020-08-11
73ae22c2-5644-44f6-a635-405721685688,2020-08-04,36,2020-08-11
e0391faa-1949-40f5-84fa-b569091ffb41,2020-08-04,14,2020-08-11
d4ac31d4-93fe-4bb6-b1a7-96697b175b0d,2020-08-07,88,2020-08-11
40c5c091-db09-41af-8713-40a82044ef2d,2020-08-06,57,2020-08-11
79d9976a-03fc-4c0b-a9f3-95da5c0d64bd,2020-08-09,17,2020-08-11
26e0b0b5-252e-4f13-bcfa-0aaab841eb1e,2020-08-05,44,2020-08-11
929a35c1-254a-4c7f-9354-2f29b107fea5,2020-08-06,55,2020-08-11
3d7a657a-60db-4027-8674-81d15e3276d6,2020-08-04,12,2020-08-11
611bf868-fcb8-4ff7-bb54-f3a949ac92a8,2020-08-07,98,2020-08-11
e2a992b2-827e-4855-8efc-5eeec2ddc651,2020-08-04,84,2020-08-11
75ea3d92-6cc4-4c5c-a43f-ebd43ec98cc6,2020-08-08,29,2020-08-11
02f6f979-97ee-4cf1-9a71-c4e2d861a934,2020-08-08,54,2020-08-11
de6c112e-344e-4bf5-860a-8f02da34da76,2020-08-06,58,2020-08-11
84a8cac7-2dde-4034-8478-fee4e84ef2c4,2020-08-06,51,2020-08-11
f3c52ff2-b4fb-422a-94a5-e903015ccc7f,2020-08-05,89,2020-08-11
12854af7-cf5a-4e20-827b-4568aa40dd5b,2020-08-04,40,2020-08-11
65ca887e-cb7e-43e6-87a3-3c0e176ba61b,2020-08-04,79,2020-08-11
30eadaeb-f536-4981-883d-130845cac55c,2020-08-09,63,2020-08-11
2409d394-f0d9-42c9-a89a-cef5e2ceb028,2020-08-04,30,2020-08-11
9a1d1979-a0b7-4955-83f4-424639d94f4b,2020-08-09,14,2020-08-11
40cda910-3d42-41d6-aaf0-0cab557ec855,2020-08-10,66,2020-08-11
b9cd5d50-c5ef-469b-9fde-035736b79229,2020-08-06,74,2020-08-11
e76ac4b8-1274-45a2-b38b-5f73ebbc1487,2020-08-04,46,2020-08-11
a97d92df-e4d0-4a44-9541-b6a80d703f5f,2020-08-10,44,2020-08-11
9c099199-d660-4de2-958c-8c7a0314719f,2020-08-04,22,2020-08-11
0800e54c-a96f-4d58-8437-ffca772f271b,2020-08-08,51,2020-08-11
df45bc98-89d9-46fb-8660-869ab00fe093,2020-08-09,61,2020-08-11
8bdf7fa6-c92d-4feb-9532-fa45ff0bd2dd,2020-08-04,88,2020-08-11
e24343cd-7f6f-4fc3-8595-28fd4c845dd2,2020-08-04,18,2020-08-11
364f6476-d582-4584-b08b-47f0fa52db7c,2020-08-10,65,2020-08-11
6acfd594-9f38-4187-afba-090fd54b0faf,2020-08-04,40,2020-08-11
5e21cc46-dee4-4ad0-a738-00a4e01b4c53,2020-08-05,47,2020-08-11
274d0a9f-f35a-4fb5-8d8b-f767ed971462,2020-08-07,49,2020-08-11
62a0d968-7d79-4698-9ba9-3139e5ca3cd2,2020-08-08,43,2020-08-11
8d26b84a-19e3-4941-8f50-1d7213132ddb,2020-08-08,75,2020-08-11
b3f0a065-64db-45c8-9380-fecfd79e0be4,2020-08-07,15,2020-08-11
76eba424-de9e-4793-83d1-d229953f0db8,2020-08-06,51,2020-08-11
def6875e-d472-415a-81fd-bdf99d4fb877,2020-08-08,94,2020-08-11
5da0c93b-9778-47cc-a076-d428b11e3782,2020-08-09,58,2020-08-11
63e5cc8e-8a94-437e-bd66-53928ac2dafb,2020-08-06,21,2020-08-11
51de0802-abb7-40c7-9d08-871539de2052,2020-08-09,18,2020-08-11
a80beb93-b9f2-4d57-b79f-67b9adb9724f,2020-08-04,66,2020-08-11
0fd51b06-620d-4a36-8400-cf392789e983,2020-08-05,34,2020-08-11
b4f8a181-d52f-41c0-8cbb-95805b8f147c,2020-08-10,34,2020-08-11
578ee978-1d69-47d6-9bae-c0c67b172561,2020-08-06,61,2020-08-11
2f7c7b39-434a-40cc-b0ae-69b8f3707204,2020-08-07,38,2020-08-11
d65e2561-7fa8-4dd1-b32d-402a918b13b0,2020-08-05,23,2020-08-11
b90675e5-edd7-4c73-be92-8aded313856a,2020-08-10,37,2020-08-11
c03ed243-8431-46ad-b370-10ddd9919cad,2020-08-05,57,2020-08-11
ee9070af-e9c9-4d4a-bd4e-99dcefa1a3cd,2020-08-04,60,2020-08-11
c74fc391-eb80-4dea-8953-e22838e82960,2020-08-05,87,2020-08-11
46f9b37b-7e63-4824-8b25-2ccad07bd40c,2020-08-04,71,2020-08-11
ff41fa2f-2f3b-423e-9fee-ecf2ca0f2ef0,2020-08-04,52,2020-08-11
7d67a062-8df4-454f-95ed-52cf148137ed,2020-08-05,78,2020-08-11
fa0819d0-c2bc-4a23-b945-c6c67e22fcb0,2020-08-10,16,2020-08-11
714c94e4-5673-4d08-af49-2a36053b8fe0,2020-08-05,19,2020-08-11
11d0cb16-cf5a-4de3-815f-e30c20342d8b,2020-08-04,51,2020-08-11
e22ccead-7ada-4470-b028-6b9d7b2cee63,2020-08-05,19,2020-08-11
753a1aac-1467-454a-bcf8-d3e0a636d86e,2020-08-07,12,2020-08-11
6cb4d270-2105-4aca-ab90-c0c547aab22e,2020-08-06,78,2020-08-11
b379c5fc-180d-49a1-9c95-d458bab66dca,2020-08-09,81,2020-08-11
8e0695a2-52dd-48fd-be20-d7a59260050f,2020-08-05,55,2020-08-11
359cbd3b-0419-4621-ab62-26a3456c788b,2020-08-08,14,2020-08-11
4081506e-f3b4-4385-ac35-beb69895d8ec,2020-08-06,15,2020-08-11
03f487ff-1a7f-428b-95c6-b724bf117b5d,2020-08-05,62,2020-08-11
a7769962-439d-4212-ab38-0f93cf3713af,2020-08-10,72,2020-08-11
19a074eb-00d6-4cae-b5bc-de78623cd4b6,2020-08-06,51,2020-08-11
04de506d-ec23-40e7-b95c-e8628454c74b,2020-08-04,71,2020-08-11
18a6dc06-b17d-47c7-b7a4-4b3e6ad9f042,2020-08-07,71,2020-08-11
